set	topic	title	good	bad	doc1	doc1keys1	doc1keys2	doc1keys	doc2	doc2keys1	doc2keys2	doc2keys	doc3	doc3keys1	doc3keys2	doc3keys	doc4	doc4keys1	doc4keys2	doc4keys	doc5	doc5keys1	doc5keys2	doc5keys
547	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0006-56-30155	"green, sample, acidic, ph, water"	"conclusion, alkaline, determine, streams, hit"	1	clueweb09-en0006-95-15366	"soil, walthall, ph, walter, level"	"sdfgyggyggg, fee, diversified, exchange, equal"	1	clueweb09-en0007-05-24438	"ph, will, aquarium, alkaline, water"	"fun, snails, restrictions, freshwater, feeding"	1	clueweb09-en0007-26-06869	"garden, soil, ph, plants, ideal"	"contact, birds, jello, flags, christmas"	1	clueweb09-en0007-40-05454	"posts, levels, ph, join, test"	"html, bb, sort, advanced, tips"	1
549	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0008-90-07535	"freshsaltwater, separately, finally, key, 695"	"water, aquarium, kh, fish, test"	2	clueweb09-en0009-45-08749	"explore, internet, expand, online, write"	"ph, rain, acid, hotlist, chemistry"	2	clueweb09-en0009-84-25948	"sales, llc, delivery, terms, update"	"will, order, level, account, mogs"	2	clueweb09-en0010-02-01442	"2008, 8668434319, gaithersburg, board, company"	"ph, levels, pain, products, acid"	2	clueweb09-en0010-11-05485	"ph, acidic, fish, tank, water"	"buffer, reserved, established, aspects, store"	1
551	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0011-05-38252	"suggests, courtesy, regularly, household, reprinted"	"fish, aquarium, alkalinity, ph, students"	2	clueweb09-en0011-33-23013	"body, acid, cells, alkaline, ph"	"percentage, acute, acidotic, hurting, consensus"	1	clueweb09-en0012-24-28439	"eggs, nuts, sugars, garlic, rice"	"wastes, acid, alkaline, body, water"	2	clueweb09-en0019-54-18807	"acid, reflux, disease, body, ph"	"treat, prevent, intended, diagnosis, caution"	1	clueweb09-en0020-53-16874	"constant, powered, info, systems, volusion"	"ph, water, help, aquarium, tank"	2
552	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0023-74-13810	"hel, ph, question, high, water"	"kind, vbulletin, moving, emergency, additives"	1	clueweb09-en0024-09-07705	"85, 55, 21, products, topics"	"ph, pool, level, chlorine, water"	2	clueweb09-en0026-31-03796	"cure, case, 9972007, discomfort, initial"	"acid, ph, body, foods, water"	2	clueweb09-en0027-83-12827	"alkaline, body, condition, acid, ph"	"san, university, experiment, middleaged, study"	1	clueweb09-en0029-66-13139	"acid, water, ions, 10, ph"	"update, creek, seeking, glossary, data"	1
553	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0033-21-13434	"fish, 27, stas, softening, 04"	"acid, raising, water, ph, lowering"	2	clueweb09-en0033-85-13379	"level, ph, meter, soil, test"	"sabrine, n87833, heybaby, harsha, fudgerecipesdy"	1	clueweb09-en0034-69-12747	"alkaline, body, ph, level, acidic"	"meant, problem, 200709, reserved, cure"	1	clueweb09-en0035-99-27222	"lights, jello, candles, kitchenparty, molds"	"55, 75, seeds, vegetables, 60"	2	clueweb09-en0036-12-13247	"fake, read, discussed, australia, care"	"aquarium, fish, species, guide, triggerfish"	2
554	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0036-84-02533	"level, freshwater, ph, aquarium, fish"	"essential, conjunction, ensure, pharmaceuticals, cloud"	1	clueweb09-en0040-30-17903	"ph, water, increases, substance, acid"	"nitric, specific, emissions, ystems, adversely"	1	clueweb09-en0041-63-25434	"oxygen, ph, body, diseases, water"	"copyright, result, enables, ac, turbo"	1	clueweb09-en0042-49-02376	"drive, revised, web, reserved, places"	"stream, acid, water, values, ph"	2	clueweb09-en0043-18-03642	"ph, level, acid, test, soil"	"blow, feodora, abihu, johnfranklinbardin, soappackaging"	1
555	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0043-25-24900	"ara, addiction254, lavanya, gwendolyn, n35012"	"ph, level, water, test, meter"	2	clueweb09-en0044-36-16233	"calculators, feeding, eaquariumcom, air, maintenance"	"water, aquarium, acidic, ph, test"	2	clueweb09-en0047-11-02474	"tea, niner, pannasmontata, heard, tv"	"ph, balance, acid, body, alkaline"	2	clueweb09-en0048-58-35367	"form, mary, water, fish, ph"	"ebooks, light, clubs, betta, magazine"	1	clueweb09-en0048-68-33047	"enabled, 2006, enterprises, community, crowdgather"	"will, co2, phkhco2, levels, water"	2
556	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0049-36-45598	"soil, ph, levels, denise, acidic"	"sweet, sour, occur, overnight, will"	1	clueweb09-en0049-42-00039	"beyondhealth, leader, lake, httpwww, mailbeyondhealth"	"disease, acid, ph, alkaline, health"	2	clueweb09-en0050-54-30460	"aquarium, tank, fish, food, oscar"	"outdoor, fake, build, concrete, famous"	1	clueweb09-en0052-15-41107	"ph, cancer, alkaline, foods, acid"	"effective, method, wellness, long, regular"	1	clueweb09-en0053-98-31259	"calcium, body, water, cells, acidic"	"osmosis, cabinets, airports, areas, recessed"	1
557	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0054-97-23317	"lights, premier, jello, flags, online"	"70, flowers, 75, 65, 60"	2	clueweb09-en0055-29-14797	"foods, balance, electrolyte, body, ph"	"8586730224, policy, 1281, transform, 2008"	1	clueweb09-en0055-42-13009	"ph, diseases, water, body, oxygen"	"roberto, turbo, avoid, minerals, optimize"	1	clueweb09-en0058-77-27204	"thread, questions, co2, kh, ph"	"72, adjustment, blocker, marine, mailing"	1	clueweb09-en0058-91-34575	"online, kitchenparty, candles, molds, advertise"	"75, 60, seeds, 55, 70"	2
558	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0059-55-23385	"body, ph, minerals, acid, foods"	"cellerator, lbs, 1000, adr4, volixer"	1	clueweb09-en0062-06-18013	"return, bestseller, 858, email, personal"	"system, body, electrolyte, ph, level"	2	clueweb09-en0062-20-20630	"absorption, viewed, baliantiinc, hold, molecules"	"waste, products, water, acid, alkaline"	2	clueweb09-en0062-48-22116	"fishforums, low, buffer, adjusting, 1452"	"ph, water, fish, tropical, changing"	2	clueweb09-en0063-93-14934	"water, types, ph, carbonates, acid"	"educational, registered, boardapple, kreger, privacy"	1
559	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0064-10-13909	"buffering, 2007, purchasing, copyright, simultaneously"	"acid, imbalanced, body, acidforming, ph"	2	clueweb09-en0064-95-42534	"options, sports, schools, insurance, medical"	"water, coral, ph, health, alkaline"	2	clueweb09-en0066-19-14890	"html, depot, grable, hatching, pdf"	"ph, determination, acid, science, water"	2	clueweb09-en0072-06-22027	"black, pollution, strive, adult, red"	"hardness, kh, water, gh, ph"	2	clueweb09-en0073-14-03002	"florist, lights, star, lawncare, kitchenparty"	"vegetables, seeds, gardening, 60, ph"	2
560	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0075-98-39361	"balance, ph, acid, body, blood"	"nick, matrix, restriction, ten, behavioral"	1	clueweb09-en0078-35-34072	"ph, measure, gardening, soil, notes"	"years, sour, overnight, basic, occur"	1	clueweb09-en0079-21-07842	"body, acidic, ph, bufferph, help"	"diagnose, treat, disease, articles, evaluated"	1	clueweb09-en0080-22-01473	"ph, lifestyles, health, level, biology"	"truth, beliefs, fuel, org, forest"	1	clueweb09-en0081-46-06473	"prokaline, calcium, biological, acid, body"	"safety, parasites, peak, designed, reserved"	1
561	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0083-51-24086	"alkalize, recovery, copyright, presented, reserved"	"alkaline, body, cancer, ph, acid"	2	clueweb09-en0086-14-29710	"kh, trouble, co2, ph, prev"	"popular, finally, sale, alternative, suggestion"	1	clueweb09-en0087-55-34707	"2008, accelerate, poultry, appears, sensitive"	"ph, body, acid, minerals, balance"	2	clueweb09-en0088-88-01812	"acidic, water, ph, change, pond"	"appreciably, organisms, electric, affect, diversity"	1	clueweb09-en0090-52-29179	"body, acidic, balance, foods, ph"	"website, physician, making, diagnose, replace"	1
562	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0092-22-04639	"calcium, body, acidic, ph, balance"	"superior, inquiries, faq, tapes, labeling"	1	clueweb09-en0093-64-02159	"quality, oxidationreduction, copyright, increase, 2008"	"kangen, body, acidic, water, oxygen"	2	clueweb09-en0093-80-18411	"2008, knowing, website, track, powered"	"body, levels, ph, foods, cells"	2	clueweb09-en0099-15-36867	"german, ability, osmosis, vital, inefficient"	"test, kit, water, ph, aquarium"	2	clueweb09-en0100-58-17800	"86, improved, fair, note, center"	"considered, ph, water, test, acidic"	2
563	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0101-56-32717	"emd, 91910, influence, chula, phenolphthalein"	"ph, level, miracle, meter, neutral"	2	clueweb09-en0104-79-36283	"acid, concentration, water, data, ph"	"batteries, compare, entry, idea, sample"	1	clueweb09-en0105-37-13145	"diet, will, acid, water, alkaline"	"excretion, citrate, cl, endproduct, administration"	1	clueweb09-en0109-06-38966	"interest, web, site, contact, designed"	"dictionary, problem, ph, soil, conditions"	2	clueweb09-en0110-66-26723	"alkaline, acidic, ph, blood, calcium"	"store, organic, detoxify, high, minerals"	1
564	20642	"pH levels (acidity)."	"pages that describe levels of pH."	"pages that merely mention pH levels but do not provide any insight."	clueweb09-en0116-52-04114	"ion, estuary, solution, ph, acidic"	"2004, policy, management, march, reported"	1	clueweb09-en0117-21-34143	"ph, level, sex, vagina, nude"	"wives, hot, fgshgf, asian, copyright"	1	clueweb09-en0119-45-08249	"responsible, 20012008, paws, store, dead"	"ph, kit, ammonia, test, aquarium"	2	clueweb09-en0122-88-24612	"owen, technology, nt, supplements, rights"	"alkaline, acid, water, ph, waste"	2	clueweb09-en0124-05-38746	"avoid, adjust, type, stabilize, contact"	"level, ph, won, water, oz"	2
602	20636	"information on Earthquakes."	"pages that describe their causes or where they occur."	"pages that talk about forecasting and preparing or the damage they cause."	clueweb09-en0000-48-15242	"earthquakes, volcanoes, california, building, major"	"fresno, epicentre, fail, homeland, snakes"	1	clueweb09-en0001-05-16007	"earthquake, 2006, scale, magnitude, seismic"	"software, european, putting, 54, mediterranean"	1	clueweb09-en0001-37-00203	"japan, tenta, john, zone, plate"	"magnitude, terms, fault, earthquake, san"	2	clueweb09-en0001-37-06751	"tsunami, sources, earthquake, indian, hawaii"	"sea, landslides, loading, chola, timeline"	1	clueweb09-en0001-55-09104	"natural, geographic, photos, earthquake, environment"	"sales, population, footage, policy, press"	1
604	20636	"information on Earthquakes."	"pages that describe their causes or where they occur."	"pages that talk about forecasting and preparing or the damage they cause."	clueweb09-en0002-13-18748	"earthquake, project, posted, data, set"	"modified, previous, department, carolina, disclaimer"	1	clueweb09-en0002-20-03410	"earthquake, san, california, building, japan"	"elko, georgia, worst, kashiwazaki, greenland"	1	clueweb09-en0002-26-28704	"recovery, site, best, 26, news"	"general, earthquake, hazards, area, preparedness"	2	clueweb09-en0002-32-27365	"earthquake, teachers, schools, preparedness, education"	"updated, engineering, government, ualr, university"	1	clueweb09-en0002-61-33541	"vide, experts, frequently, 101, country"	"earthquake, california, sites, web, caltech"	2
606	20636	"information on Earthquakes."	"pages that describe their causes or where they occur."	"pages that talk about forecasting and preparing or the damage they cause."	clueweb09-en0003-65-10908	"video, earthquake, quake, china, strong"	"midday, michelle, corner, santiago, struggles"	1	clueweb09-en0003-90-19417	"grant, larger, intensity, measuring, twenty"	"map, magnitude, three, earthquakes, alaska"	2	clueweb09-en0004-08-14250	"news, killed, costa, earthquake, yahoo"	"collect, cars, message, movies, answers"	1	clueweb09-en0004-21-14261	"brought, reserved, materials, photos, disease"	"soccer, 2009, fc, usa, mls"	2	clueweb09-en0005-53-09604	"model, response, website, emergency, offices"	"cdera, earthquake, planning, project, participating"	2
608	20636	"information on Earthquakes."	"pages that describe their causes or where they occur."	"pages that talk about forecasting and preparing or the damage they cause."	clueweb09-en0006-01-16080	"fema, programs, earthquake, regional, reduce"	"updates, dc, 20472, street, sw"	1	clueweb09-en0006-01-16082	"earthquake, fema, nehrp, program, disaster"	"sw, washington, usagov, 621fema, 20472"	1	clueweb09-en0006-43-10191	"paper, ground, evaluation, geology, motion"	"san, earthquakes, fault, crew, california"	2	clueweb09-en0006-79-13762	"historical, earthquake, usgs, scedc, valley"	"ridgecrest, 1996, ig, crafton, landers"	1	clueweb09-en0008-05-25550	"copyright, password, zirkuh, policy, furg"	"geology, earthquakes, gsi, links, sciences"	2
609	20636	"information on Earthquakes."	"pages that describe their causes or where they occur."	"pages that talk about forecasting and preparing or the damage they cause."	clueweb09-en0008-39-04768	"sabbaticals, graphics, block, teach, plan"	"education, animation, iris, software, data"	2	clueweb09-en0009-25-21968	"corp, reproduction, rights, legends, advertise"	"quake, fault, occur, earthquake, earth"	2	clueweb09-en0009-26-15127	"killed, earthquake, 10, retrieved, 2007"	"politics, ature, printable, source, menu"	1	clueweb09-en0009-66-05270	"19952008, tickets, international, 72hours, blue"	"1989, art, francisco, san, earthquake"	2	clueweb09-en0010-34-19644	"earthquake, tips, disabilities, preparedness, people"	"food, workbook, weeks, recovery, palo"	1
